Pororo_ENGLISH1_1_ep1,7,"Pororo seems surprised. Pororo had to drop Pororo's frying pan and cooker that Pororo was holding. In front of him, there is a bright green little dinosaur that just came out of its egg. Both Pororo and the dinosaur are starring at each other in a close distant."
Pororo_ENGLISH1_1_ep1,7,Pororo looks at the Crong. Crong came out from the yellow spotted egg.
Pororo_ENGLISH1_1_ep1,7,pororo is surprised to see a green dinosaur hatched from the egg.
Pororo_ENGLISH1_1_ep1,8,"In front of Crong, Pororo thinks that Big dragon on the fire is threatening."
Pororo_ENGLISH1_1_ep1,8,"There is a scary dragon with two big horns and a pair of wings. The dragon is opening The dragon's big, wide mouth. Behind him, a wall of fire is blazing."
Pororo_ENGLISH1_1_ep1,8,Pororo imagines a giant dragon with wings. The dragon threatens by swinging The dragon's head from left to right while opening The dragon's mouth. The fire is blazing before the dragon.
Pororo_ENGLISH1_1_ep1,8,"In pororo's imagination, dinosaur will grow as a huge and dangerous dragon."
Pororo_ENGLISH1_1_ep1,9,Pororo starts to sneak away back from Crong in Pororo's house. Crong came out from the egg shell.
Pororo_ENGLISH1_1_ep1,9,"While Pororo was stepping back, a dinosaur who was just born jumped out of the dinosaur's egg."
Pororo_ENGLISH1_1_ep1,9,Pororo looks at the Crong and moves back. Crong breaks the rest of the egg and comes out of it.
Pororo_ENGLISH1_1_ep1,9,crong breaks the rest of the egg shell by kicking.
Pororo_ENGLISH1_1_ep1,10,Pororo stands outside on the area covered by snow with trees. Crong follows Pororo and say crong. Pororo got surprised. The sky is blue and clear.
Pororo_ENGLISH1_1_ep1,10,"A little, green dinosaur just scared Pororo out while Pororo was showing Pororo's back to the dinosaur."
Pororo_ENGLISH1_1_ep1,10,Crong jumps a few times. Pororo is surprised when Crong jumps. The sky is blue and the hill is covered with snow.
Pororo_ENGLISH1_1_ep1,10,pororo is surprised that crong keeps following him.
Pororo_ENGLISH1_1_ep1,11,Pororo ran away from Crong on the area covered by snow. Crong follows Pororo steadily. The sky is blue and clear.
Pororo_ENGLISH1_1_ep1,11,"A little, green dinosaur is chasing after Pororo. Being frightened, Pororo starts to run away from the dinosaur"
Pororo_ENGLISH1_1_ep1,11,"There is Poby, who is a giant white polar bear. Crong chases Pororo and Pororo runs away from Crong. The sky is blue and the hill is covered with snow."
Pororo_ENGLISH1_1_ep1,11,Pororo doesn't want that crong recognizes pororo as Crong's parents
Pororo_ENGLISH1_1_ep1,12,"Poby, Eddy and Loopy stay outside on the ice. Pororo is trying to move cross the ice. Poby, Eddy and Loopy are saying hello to Pororo."
Pororo_ENGLISH1_1_ep1,12,"Poby, Eddy, and Loopy are waving their hand to Pororo who is busy running away."
Pororo_ENGLISH1_1_ep1,12,pororo meets Pororo's friends on a iced field
Pororo_ENGLISH1_1_ep1,13,"Poby, Eddy and Loopy stay outside on the ice. Pororo look back Eddy, Poby and Loopy. They are staying outside on the ice. Pororo is waving Pororo's hand."
Pororo_ENGLISH1_1_ep1,13,Eddy says something to Pororo and Pororo waves Pororo's hand back to Eddy.
Pororo_ENGLISH1_1_ep1,13,Eddy is curious why pororo is in hurry
Pororo_ENGLISH1_1_ep1,14,"Eddy, Poby and Loopy feel dubious. Eddy, Poby and Loopy are staying outside on the ice. Eddy, Poby and Loopy is looking Crong to follow the Pororo's way."
Pororo_ENGLISH1_1_ep1,14,"After Eddy says something, Crong passes by Eddy, Loopy, Poby."
Pororo_ENGLISH1_1_ep1,14,right after eddy asked the reason for pororo's urgent action crong appeared.
Pororo_ENGLISH1_1_ep1,15,"Eddy, Poby and Loopy are staying outside on the ice. Eddy, Poby and Loopy feel dubious while looking Crong to follow the Pororo's way."
Pororo_ENGLISH1_1_ep1,15,"As Crong passes by, the Poby, Eddy, and Loopy stares at the dinosaur."
Pororo_ENGLISH1_1_ep1,15,eddy and the other friends are stunned by sudden appearance of crong.
Pororo_ENGLISH1_1_ep1,16,Eddy is starting following Pororo and Crong. Poby and Loopy stay on the ice outside.
Pororo_ENGLISH1_1_ep1,16,"After murmuring a few words, Eddy takes a move, leaving behind Poby and Loopy. All of them are on an icy land."
Pororo_ENGLISH1_1_ep1,16,Eddy starts following pororo first and the others hesitate.
Pororo_ENGLISH1_1_ep1,17,"Eddy, Poby and Loopy are running to pass Pororo on the road covered by snow."
Pororo_ENGLISH1_1_ep1,17,"Pororo, Loopy, Poby, and Eddy are running across a field covered by snow."
Pororo_ENGLISH1_1_ep1,17,all friends of pororo finally gain him on a white snow field.
Pororo_ENGLISH1_1_ep1,18,Pororo stands beside Crong on the land covered by snow.
Pororo_ENGLISH1_1_ep1,18,"There are Pororo rolling Pororo's eyes and Crong, both standing on a land covered by snow."
Pororo_ENGLISH1_1_ep1,18,crong is already beside pororo but pororo doesn't notice at all.
Pororo_ENGLISH1_1_ep1,19,Pororo feels weird beside Crong on the land covered by snow.
Pororo_ENGLISH1_1_ep1,19,"Pororo scratches Pororo's back head. Pororo and Crong are standing on an icy land above it, and there is a beautiful blue sky."
Pororo_ENGLISH1_1_ep1,19,crong imitates pororo's action standing beside him
Pororo_ENGLISH1_1_ep1,20,Pororo got surprised and ran away from Crong. Crong feels weird.
Pororo_ENGLISH1_1_ep1,20,"Pororo is going for something in a hurry, while Crong is cocking Crong's head. Both of them are on a land covered by snow."
Pororo_ENGLISH1_1_ep1,20,pororo is surprised noticing crong and runs away from crong again.
Pororo_ENGLISH1_1_ep1,21,"Poby, Eddy and Loopy are playing on the snow. Poby suddenly stopped with surprise. Eddy and Loopy also stopped."
Pororo_ENGLISH1_1_ep1,21,"Poby, Eddy, and Loopy are crossing a land covered with snow, joyfully. Then, Poby slipped a bit. Behind them there are snow mountains and some trees with a clear, blue sky."
Pororo_ENGLISH1_1_ep1,21,poby loopy and eddy is walking on a iced filed and in a line poby suddenly stops.
Pororo_ENGLISH1_1_ep1,22,Everyone stands on the uphill covered by snow. Crong is running from behind to Pororo. Pororo is slided to push Loopy.
Pororo_ENGLISH1_1_ep1,22,"Poby, Eddy, Loopy, and Pororo were in one straight line right before a downhill. Then, Crong slid toward Pororo's back, which made the front members stumble and fall."
Pororo_ENGLISH1_1_ep1,22,pororo arrived at behind of Pororo's friends then crong slipped right behind pororo and struck him.
Pororo_ENGLISH1_1_ep1,23,Pororo and Crong remained on the uphill covered by snow. Pororo and Crong walks forward.
Pororo_ENGLISH1_1_ep1,23,pororo give up escaping from crong and just walks
Pororo_ENGLISH1_1_ep1,24,The sky is blue and clear. Crong is looking down from the hilltop covered by snow.
Pororo_ENGLISH1_1_ep1,24,Crong look down on a downhill that is covered by snow. The sky is blue and clear.
Pororo_ENGLISH1_1_ep1,24,crong look down a steep slope covered by snow
Pororo_ENGLISH1_1_ep1,25,Poby is looking down to the forest sliding down the hill covered by snow. Crong is sliding down the hill covered by snow.
Pororo_ENGLISH1_1_ep1,25,Crong is sliding down the hill which is covered by snow.
Pororo_ENGLISH1_1_ep1,25,poby and crong slide down from top of the slope.
Pororo_ENGLISH1_1_ep1,26,"Crong is nicely jumping from the hill covered by snow and slided to the front of Pororo, Eddy, Loopy and Poby in the forest."
Pororo_ENGLISH1_1_ep1,26,"Crong flew off from a snowy cliff and is landing next to Pororo, Eddy, Poby, and Loopy. They are in a forest covered with snow and the sky is clear and blue."
Pororo_ENGLISH1_1_ep1,26,when crong arrived all friends were waiting for him.
Pororo_ENGLISH1_1_ep1,27,"Pororo introduces himself to Crong with smiling in front of Loopy, Poby and Eddy. They are sitting surrounded by snow."
Pororo_ENGLISH1_1_ep1,27,"Pororo is saying something to Crong. Pororo, Crong, Poby, Loopy, and Eddy are in a pile of snow in the middle of a forest covered with snow."
Pororo_ENGLISH1_1_ep1,27,pororo say hello to crong with Pororo's friends.
Pororo_ENGLISH1_1_ep1,28,Crong is answering. Crong is sitting surrounded by snow in the forest.
Pororo_ENGLISH1_1_ep1,28,Crong is saying something to someone. Behind him there are Eddy and Poby. The three of them are in a pile of snow. There are some trees covered with snow behind them.
Pororo_ENGLISH1_1_ep1,28,crong replied but Crong can say the word crong only
Pororo_ENGLISH1_1_ep1,29,Crong says Crong emphatically. Crong is sitting surrounded by snow in the forest.
Pororo_ENGLISH1_1_ep1,29,"Crong is yawning or crying out for something. Pororo, Crong, Poby, and Eddy are in a middle of a forest covered with snow."
Pororo_ENGLISH1_1_ep1,29,crong cries out Crong's name loud closing Crong's eyes.
Pororo_ENGLISH1_1_ep1,30,Pororo keeps repeating Crong. Pororo is sitting surrounded by snow in the forest.
Pororo_ENGLISH1_1_ep1,30,"Thinking about something, Pororo is starring at the sky. Pororo is in the middle of a forest covered with snow."
Pororo_ENGLISH1_1_ep1,30,pororo repeats the word crong and thinks deeply looking at the sky
Pororo_ENGLISH1_1_ep1,31,Crong gladly answered. Crong is sitting surrounded by snow in the forest.
Pororo_ENGLISH1_1_ep1,31,"Crong is starring a Pororo who is gazing at the sky. Crong, Pororo, Poby, and Eddy are in the middle of the forest covered with snow."
Pororo_ENGLISH1_1_ep1,31,pororo thinks deeply looking at the sky and crong waits for a moment
Pororo_ENGLISH1_1_ep1,32,Pororo gets to know Crong's name. Pororo accepts Crong as a new friend with smile . Pororo is sitting surrounded by snow in the forest.
Pororo_ENGLISH1_1_ep1,32,"Pororo says something to Crong with a nice smile. Pororo, Poby, Loopy, Eddy, and Crong are in the middle of a forest covered with snow."
Pororo_ENGLISH1_1_ep1,32,pororo introduces himself to crong with a smile.
Pororo_ENGLISH1_1_ep1,33,"Poby, Eddy and Loopy say hello to Crong with smile in front of Pororo. They are sitting surrounded by snow in the forest."
Pororo_ENGLISH1_1_ep1,33,"Poby and Eddy greets Crong with a smile. Crong responds back to them. Pororo, Poby, Loopy, Eddy, and Crong are in the middle of a forest covered with snow."
Pororo_ENGLISH1_1_ep1,33,the other friends of pororo say hello to crong.
Pororo_ENGLISH1_1_ep1,34,"Poby, Eddy, Loopy are gladly laughing to Crong in front of Pororo. They are sitting surrounded by snow in the forest."
Pororo_ENGLISH1_1_ep1,34,"Poby and Eddy are enjoying the first meeting with their new friend Crong. Pororo, Poby, Loopy, Eddy, and Crong are in the middle of a forest, covered with snow."
Pororo_ENGLISH1_1_ep1,34,eddy and poby introduce themselves with a laugh.
Pororo_ENGLISH1_1_ep1,35,"Pororo takes Crong's hand happily. Poby, Eddy, Loopy and Crong are laughing happily. They are sitting surrounded by snow in the forest."
Pororo_ENGLISH1_1_ep1,35,"Pororo is making a satisfied smile. Then, Pororo holds hands with Crong in front of Pororo's friends, Poby, Loopy, and Eddy. All of them are in the middle of a forest, covered by snow."
Pororo_ENGLISH1_1_ep1,35,all little animals are happy to have a new friend.
Pororo_ENGLISH1_1_ep1,36,"Pororo takes Crong's hand happily. Poby, Eddy, Loopy and Crong are laughing happily. They are sitting surrounded by snow in the forest."
Pororo_ENGLISH1_1_ep1,36,"Pororo is holding Crong's hand in front of Pororo's friends, Poby, Loopy, and Eddy. All of them are enjoying the moment. All of them are in the middle of a forest, covered by snow."
Pororo_ENGLISH1_1_ep1,36,the scene shades out with a happy moment of pororo and Pororo's friends
Pororo_ENGLISH1_1_ep10,1,Eddy is looking for something in Eddy's library.
Pororo_ENGLISH1_1_ep10,2,Eddy is standing on the ladder and Eddy is finding something on the bookshelf.
Pororo_ENGLISH1_1_ep10,3,Eddy found the book. Eddy climbs downs a ladder.
Pororo_ENGLISH1_1_ep10,4,Eddy looks at the book and questions himself.
Pororo_ENGLISH1_1_ep10,5,Eddy came up with an idea and Eddy decides to make something.
Pororo_ENGLISH1_1_ep10,6,Pororo and Crong visit Eddy.
Pororo_ENGLISH1_1_ep10,7,Pororo and crong calls out eddy.
Pororo_ENGLISH1_1_ep10,8,Eddy allows Pororo and Crong to come in. Crong opens the door.
Pororo_ENGLISH1_1_ep10,9,Pororo and Crong say hi to Eddy.
Pororo_ENGLISH1_1_ep10,10,"Behind Eddy, there is a car. Pororo asks him a question."
Pororo_ENGLISH1_1_ep10,11,Eddy touches Eddy's head and explains that Eddy is making a new toy.
Pororo_ENGLISH1_1_ep10,12,Pororo and Crong look at the car and run toward the car.
Pororo_ENGLISH1_1_ep10,13,Pororo and Crong stand in front of the car. They think the car is cool.
Pororo_ENGLISH1_1_ep10,14,Eddy comes over and says Eddy's plan.
Pororo_ENGLISH1_1_ep10,15,Crong is looking around the car. Pororo asks a question.
Pororo_ENGLISH1_1_ep10,16,Eddy stretches Eddy's arms. Eddy is taking the car to the playground for everyone.
Pororo_ENGLISH1_1_ep10,17,Pororo agrees with Eddy and wants to help Eddy.
Pororo_ENGLISH1_1_ep10,18,Eddy is surprised. Pororo comes closer to the head of the car.
Pororo_ENGLISH1_1_ep10,19,Pororo takes car to the playground. Eddy and Crong are surprised.
Pororo_ENGLISH1_1_ep10,20,Pororo goes out of Eddy's house. Eddy is standing still. Crong follows Pororo.
Pororo_ENGLISH1_1_ep10,21,Pororo runs with the car. Crong follows Pororo.
Pororo_ENGLISH1_1_ep10,22,Pororo stops at the top of the hill. Crong stops too.
Pororo_ENGLISH1_1_ep10,23,Crong and Pororo are surprised. Crong swings Crong's arms.
Pororo_ENGLISH1_1_ep10,24,The car is going down a hill. Pororo follows. Crong stamps Crong's feet repeatedly.
Pororo_ENGLISH1_1_ep10,25,Crong thinks the situation is weird.
Pororo_ENGLISH1_1_ep10,26,Eddy calls Crong. Crong looks back.
Pororo_ENGLISH1_1_ep10,27,Eddy asks Crong what Crong is doing.
Pororo_ENGLISH1_1_ep10,28,Crong points something to Eddy.
Pororo_ENGLISH1_1_ep10,29,Pororo is disappearing with a new toy car. Eddy and Crong are surprised.
Pororo_ENGLISH1_1_ep10,30,Loopy is walking while singing.
Pororo_ENGLISH1_1_ep10,31,"On a new toy car, Pororo say hi to Loopy. Pororo is going fast."
Pororo_ENGLISH1_1_ep10,32,"Loopy says hi, but Pororo is too fast."
Pororo_ENGLISH1_1_ep10,33,Loopy is looking at Pororo. Loopy is surprised.
Pororo_ENGLISH1_1_ep10,34,Pororo yells at Loopy that it is a Eddy's new car.
Pororo_ENGLISH1_1_ep10,35,Pororo is enjoying a ride. Pororo yells with joy.
Pororo_ENGLISH1_1_ep10,36,Loopy is walking merrily on a snowy land.
Pororo_ENGLISH1_1_ep10,37,Loopy comes across Poby. Loopy walks toward poby.
Pororo_ENGLISH1_1_ep10,38,Loopy says hi to Poby. Poby is holding a net.
Pororo_ENGLISH1_1_ep10,39,Poby says hi to Loopy. Poby is going fishing.
Pororo_ENGLISH1_1_ep10,40,Crong and Eddy are running toward Loopy and Poby.
Pororo_ENGLISH1_1_ep10,41,Eddy asks whether Poby and Loopy have seen pororo.
Pororo_ENGLISH1_1_ep10,42,Eddy and Crong stops. Poby says Poby hasn't seen Pororo.
Pororo_ENGLISH1_1_ep10,43,loopy points with her arm. Loopy says that pororo was riding a car.
Pororo_ENGLISH1_1_ep10,43,loopy points the specific direction with her arm.
Pororo_ENGLISH1_1_ep10,43,Loopy says pororo was riding a car. loopy points with her arm.
Pororo_ENGLISH1_1_ep10,44,Loopy points specific direction with her arm.
Pororo_ENGLISH1_1_ep10,45,Eddy is in a trouble. Poby looks at Eddy and Crong.
Pororo_ENGLISH1_1_ep10,46,"Poby hears weird noise. Eddy, Crong, Loopy, and Poby are looking at where noise is coming from."
Pororo_ENGLISH1_1_ep10,47,"Pororo is riding on a new toy car. Because of spring under the car, pororo is jumping."
Pororo_ENGLISH1_1_ep10,48,"Eddy, Crong, Loopy, and Poby are chasing pororo to help him."
Pororo_ENGLISH1_1_ep10,49,"Eddy, Crong, Loopy, and Poby are running toward Pororo."
Pororo_ENGLISH1_1_ep10,50,"Pororo is jumping up and down because of the spring. Eddy, Crong, Loopy, and Poby are calling pororo's name."
Pororo_ENGLISH1_1_ep10,51,Poby catches pororo with Poby's net.
Pororo_ENGLISH1_1_ep10,52,"Eddy, Crong, and Loopy come closer and pororo thanks poby."
Pororo_ENGLISH1_1_ep10,53,pororo sticks out Pororo's head out and Loopy asks whether Pororo is fine.
Pororo_ENGLISH1_1_ep10,54,pororo says Pororo is okay. pororo looks sorry.
Pororo_ENGLISH1_1_ep10,55,pororo is sorry for eddy because the car is broken.
Pororo_ENGLISH1_1_ep10,56,"Eddy, Loopy, and Crong are standing. Eddy says Eddy can always make another one."
Pororo_ENGLISH1_1_ep10,57,pororo jumps down. eddy opens Eddy's arms. crong agrees with eddy.
Pororo_ENGLISH1_1_ep10,58,pororo says sorry to eddy.
Pororo_ENGLISH1_1_ep10,59,pororo promises to be more careful.
Pororo_ENGLISH1_1_ep10,60,pororo promises to Pororo's friends. Loopy asks to pororo.
Pororo_ENGLISH1_1_ep10,61,"Eddy, Crong, Loopy, pororo and Poby laughs all together. pororo promises."
Pororo_ENGLISH1_1_ep10,62,there is a big tree on the land covered with snow.
Pororo_ENGLISH1_1_ep10,63,there is a crashed car under the cliff.
Pororo_ENGLISH1_1_ep11,1,Loopy is standing before two snow men. The hill is covered with snow.
Pororo_ENGLISH1_1_ep11,2,Loopy is standing before two snow men. Loopy puts the bunch of flowers between one snow man's arms.
Pororo_ENGLISH1_1_ep11,3,Loopy puts her hands on her waist.
Pororo_ENGLISH1_1_ep11,4,Loopy puts her left hand on her mouth and laughs.
Pororo_ENGLISH1_1_ep11,5,Pororo and Crong come to Loopy. Loopy is surprised and opens her mouth.
Pororo_ENGLISH1_1_ep11,6,Pororo and Crong raise their right hands and say hi.
Pororo_ENGLISH1_1_ep11,7,Pororo walks a few step and moves Pororo's mouth. Crong turns Crong's head.
Pororo_ENGLISH1_1_ep11,8,Crong points Crong's left finger to somewhere and say crong twice. Pororo looks at the place that Crong points out. There are two snow men.
Pororo_ENGLISH1_1_ep11,9,Pororo tries to touch the snow men. Pororo suddenly stops and turns Pororo's head.
Pororo_ENGLISH1_1_ep11,10,Loopy walks a little bit and opens her mouth. Loopy tells Pororo that it might break.
Pororo_ENGLISH1_1_ep11,11,There are two snow men. One snow man looks like Loopy.
Pororo_ENGLISH1_1_ep11,12,There is a snow man which looks like Loopy.
Pororo_ENGLISH1_1_ep11,13,Pororo opens Pororo's mouth and thinks about Loopy. Crong is standing beside Pororo.
Pororo_ENGLISH1_1_ep11,14,Pororo tilts Pororo's head and Crong raises Crong's head. They imagine two beavers.
Pororo_ENGLISH1_1_ep11,15,Loopy tilts her head and opens her mouth.
Pororo_ENGLISH1_1_ep11,16,Loopy asks Pororo what Pororo is thinking. Pororo puts Pororo's right hand near Pororo's mouth and laughs.
Pororo_ENGLISH1_1_ep11,17,Pororo and Crong look at their right side. Loopy puts her right hand under her chin and tilts her head.
Pororo_ENGLISH1_1_ep11,18,Pororo turns Pororo's body to the right side. Loopy walks away and gathers snow by her hands.
Pororo_ENGLISH1_1_ep11,19,Pororo smiles and looks Pororo's left and walks toward Pororo's left.
Pororo_ENGLISH1_1_ep11,20,Crong turns Crong's head to Crong's left side.
Pororo_ENGLISH1_1_ep11,21,Loopy closes her eyes and moves her head down and up. Loopy holds that snow ball by her hands.
Pororo_ENGLISH1_1_ep11,22,Crong looks at Crong's left side and points Crong's left side by Crong's finger.
Pororo_ENGLISH1_1_ep11,23,Crong points Crong's left side by Crong's finger. There are two snow men. One snow man looks like Loopy and the other snow man looks like Pororo.
Pororo_ENGLISH1_1_ep11,24,Loopy calls Pororo and turns her head to the left and then to the right.
Pororo_ENGLISH1_1_ep11,25,Crong say crong and raise Crong's right hand.
Pororo_ENGLISH1_1_ep11,26,Loopy tells Pororo to stop right there.
Pororo_ENGLISH1_1_ep11,27,Pororo looks at Pororo's right side by turning Pororo's head. Pororo runs toward Pororo's left side.
Pororo_ENGLISH1_1_ep11,28,Loopy clenches her fist and says come here. Pororo puts Pororo's hand on Pororo's mouth and laughs.
Pororo_ENGLISH1_1_ep11,29,Loopy looks angry and walks toward.
Pororo_ENGLISH1_1_ep11,29,Loopy looks angry and walks a few steps.
Pororo_ENGLISH1_1_ep11,30,Pororo says you cannot even cross it. Pororo puts Pororo's left hand on Pororo's mouth and laughs.
Pororo_ENGLISH1_1_ep11,31,Loopy stretches her arms toward sky and puts her arms on her waist.
Pororo_ENGLISH1_1_ep11,32,Loopy puts her both arms on her waist.
Pororo_ENGLISH1_1_ep11,33,Loopy walks on the hills few steps. The hill is covered with snow.
Pororo_ENGLISH1_1_ep11,34,Loopy leans her body to the backward and raises her right feet in the air. Pororo calls Loopy and says watch out.
Pororo_ENGLISH1_1_ep11,35,Loopy shakes her head and look at her right side. Crong is standing on the snow covered hill.
Pororo_ENGLISH1_1_ep11,36,Crong blinks Crong's eyes a few times and says oh no Loopy is afraid to cross. Loopy bursts into tears and puts her both hands down.
Pororo_ENGLISH1_1_ep11,37,Loopy lowers her head down toward her right side.
Pororo_ENGLISH1_1_ep11,38,"There are Crong, Poby, and Eddy. Poby turns Poby's body and walks toward Poby's right side."
Pororo_ENGLISH1_1_ep11,39,Loopy is crying and lowers her head and puts her hands on her cheeks. Poby walks a few steps.
Pororo_ENGLISH1_1_ep11,40,"There are Poby, Pororo, Eddy, and Crong. Loopy is sitting on the snow."
Pororo_ENGLISH1_1_ep11,41,Poby say something. Poby raises Poby's right hand up.
Pororo_ENGLISH1_1_ep11,42,Loopy stands up by pushing the ground by her both hands.
Pororo_ENGLISH1_1_ep11,43,"There are Poby, Eddy, Crong, and Pororo. Poby opens Poby's arms widely."
Pororo_ENGLISH1_1_ep11,44,"There are Crong, Pororo, Poby, and Eddy. Crong, Pororo, Poby, and Eddy open their arms."
Pororo_ENGLISH1_1_ep11,45,"Loopy opens her arms to the side. Crong, Pororo, Poby, and Eddy open their arms and march in place."
Pororo_ENGLISH1_1_ep11,46,Loopy walks one step forward. There are green trees covered with white snow on the snow covered hill.
Pororo_ENGLISH1_1_ep11,47,"Crong, Pororo, Poby, and Eddy are standing on the snow covered hill."
Pororo_ENGLISH1_1_ep11,48,Loopy and Pororo hold each other's hands.
Pororo_ENGLISH1_1_ep11,49,Poby and Eddy claps their hands. Loopy and Pororo are standing on the snow.
Pororo_ENGLISH1_1_ep11,50,Loopy opens her arms toward her sides. Pororo puts Pororo's hands on Pororo's belly and nods Pororo's head.
Pororo_ENGLISH1_1_ep11,51,Loopy puts her hands on her sides. Pororo puts Pororo's right hand on Pororo's head and lowers Pororo's head.
Pororo_ENGLISH1_1_ep11,52,"Loopy puts her hands on her sides. Pororo says sorry Loopy. Crong, Poby, and Eddy are standing on the snow covered hill."
Pororo_ENGLISH1_1_ep11,53,"Crong, Poby, and Eddy are standing together."
Pororo_ENGLISH1_1_ep11,54,"Loopy smiles and points to her left side. Crong, Pororo, Poby, and Eddy are standing together."
Pororo_ENGLISH1_1_ep11,55,Loopy turns her head to the left and become surprised.
Pororo_ENGLISH1_1_ep11,56,There are two snow men. One snow man looks like Crong and the other snow man looks like Loopy. Crong jumps up the snow stairs quickly.
Pororo_ENGLISH1_1_ep11,57,Crong turns toward the door as Crong finishes climbing the stairs.
Pororo_ENGLISH1_1_ep11,58,"Loopy opens her arms toward her sides. Loopy, Pororo, Poby, and Eddy are standing together and laugh."
Pororo_ENGLISH1_1_ep11,59,Loopy is standing still while spreading out her arms.
Pororo_ENGLISH1_1_ep12,1,Pororo closes Pororo's eyes and stretches himself.
Pororo_ENGLISH1_1_ep12,2,Pororo slides down from the couch and knocks down the Domino.
Pororo_ENGLISH1_1_ep12,3,Pororo looks angry and calls Crong. Pororo turns Pororo's head to Pororo's left.
Pororo_ENGLISH1_1_ep12,4,Crong hides behind the bed only sticking out Crong's eyes. Crong comes out from behind the bed.
Pororo_ENGLISH1_1_ep12,5,Crong is closing Crong's eyes. Crong is putting Crong's left hand on Crong's mouth and laughing. Angry Pororo walks toward Crong.
Pororo_ENGLISH1_1_ep12,6,Pororo scolds Crong while swinging Pororo's left hand. Crong looks down and gathers Crong's hands on Crong's chest.
Pororo_ENGLISH1_1_ep12,7,Pororo turns Pororo's body and says perhaps. Pororo stands in front of the gift box.
Pororo_ENGLISH1_1_ep12,8,Pororo asks Crong if Crong put the box here.
